id,gender,subCategory,baseColour,season,usage
22343,Men,Topwear,Navy Blue,Fall,Casual
16119,Men,Sandal,Purple,Fall,Casual
39960,Men,Sandal,Brown,Spring,Casual
15065,Men,Shoes,Brown,Summer,Formal
26047,Men,Topwear,Blue,Summer,Formal
18591,Men,Socks,White,Fall,Sports
44563,Men,Sandal,Black,Summer,Casual
23911,Men,Shoes,Black,Fall,Casual
45633,Men,Innerwear,Navy Blue,Summer,Casual
52256,Men,Innerwear,Purple,Summer,Casual
39822,Men,Sandal,Brown,Summer,Casual
10490,Men,Topwear,Navy Blue,Fall,Casual
58229,Men,Sandal,Black,Summer,Casual
17333,Men,Eyewear,Black,Winter,Casual
4997,Men,Shoes,Black,Summer,Sports
17889,Men,Innerwear,Red,Summer,Casual
35565,Men,Shoes,Brown,Summer,Casual
23500,Men,Shoes,White,Summer,Sports
5740,Men,Topwear,Green,Summer,Casual
36693,Men,Sandal,Brown,Summer,Casual
31050,Men,Topwear,Navy Blue,Summer,Casual
19547,Men,Topwear,Blue,Fall,Casual
59254,Men,Watches,White,Winter,Casual
22182,Men,Shoes,Brown,Fall,Casual
4829,Men,Bottomwear,Black,Summer,Sports
32649,Men,Bottomwear,Black,Summer,Sports
23056,Men,Topwear,Grey,Fall,Casual
50738,Men,Shoes,Mushroom Brown,Winter,Casual
2487,Men,Sandal,Black,Fall,Casual
26048,Men,Topwear,Grey,Summer,Formal
12675,Men,Bottomwear,Green,Fall,Casual
30050,Men,Watches,Copper,Winter,Casual
42037,Men,Flip Flops,Orange,Summer,Casual
42133,Men,Shoes,Grey,Summer,Casual
36435,Men,Shoes,White,Spring,Casual
22542,Men,Shoes,White,Fall,Sports
58555,Men,Shoes,Black,Fall,Formal
37495,Men,Watches,Silver,Winter,Casual
4493,Men,Shoes,White,Summer,Sports
10033,Men,Bottomwear,Navy Blue,Fall,Sports
11868,Men,Sandal,Black,Fall,Casual
34641,Men,Shoes,White,Summer,Casual
7404,Men,Sandal,Brown,Summer,Casual
29700,Men,Topwear,Blue,Summer,Formal
19836,Men,Topwear,Blue,Fall,Casual
15356,Men,Sandal,Brown,Fall,Casual
32517,Men,Sandal,Brown,Summer,Casual
19481,Men,Bottomwear,Black,Summer,Casual
58208,Men,Belts,Brown,Summer,Casual
4228,Men,Topwear,Maroon,Summer,Casual
27555,Men,Topwear,Black,Summer,Casual
12455,Men,Belts,Brown,Fall,Casual
17832,Men,Shoes,Navy Blue,Fall,Casual
37494,Men,Watches,White,Winter,Casual
19871,Men,Flip Flops,Navy Blue,Fall,Casual
33862,Men,Sandal,Black,Winter,Sports
5399,Men,Shoes,White,Summer,Sports
51372,Men,Topwear,Red,Summer,Casual
40559,Men,Watches,White,Winter,Casual
2850,Men,Topwear,Grey,Summer,Casual
17200,Men,Topwear,Red,Winter,Casual
50317,Men,Ties,Red,Summer,Formal
29015,Men,Topwear,Blue,Summer,Casual
10403,Women,Topwear,Purple,Fall,Casual
53918,Women,Bags,Grey,Summer,Casual
59544,Women,Jewellery,Silver,Summer,Casual
31785,Women,Topwear,Navy Blue,Summer,Casual
52835,Women,Jewellery,Red,Fall,Casual
24855,Women,Topwear,Red,Fall,Ethnic
58050,Women,Jewellery,Silver,Fall,Casual
20094,Women,Topwear,Green,Fall,Ethnic
8519,Women,Bags,Pink,Summer,Casual
33224,Women,Topwear,Black,Summer,Casual
38675,Women,Shoes,White,Fall,Sports
18164,Women,Bags,Black,Winter,Casual
29231,Women,Shoes,Black,Summer,Casual
24073,Women,Shoes,Black,Winter,Casual
54744,Women,Topwear,Off White,Fall,Ethnic
57135,Women,Topwear,Green,Summer,Casual
9333,Women,Topwear,White,Fall,Casual
17739,Women,Shoes,White,Fall,Sports
43727,Women,Jewellery,Gold,Summer,Casual
54110,Women,Shoes,Black,Winter,Casual
56914,Women,Shoes,Black,Winter,Casual
32564,Women,Bottomwear,Orange,Summer,Casual
56471,Women,Nails,Lavender,Spring,Casual
32401,Women,Topwear,White,Summer,Casual
11236,Women,Bottomwear,Blue,Fall,Casual
11436,Women,Topwear,Peach,Fall,Casual
49999,Women,Innerwear,White,Winter,Sports
53021,Women,Saree,Beige,Fall,Ethnic
30810,Women,Bottomwear,Beige,Summer,Casual
60000,Women,Topwear,Blue,Fall,Ethnic
46784,Women,Fragrance,Pink,Spring,Casual
10756,Women,Shoes,Red,Winter,Casual
6687,Women,Topwear,White,Summer,Casual
59922,Women,Topwear,White,Summer,Ethnic
46576,Women,Watches,Gold,Winter,Casual
47927,Women,Bags,Peach,Summer,Casual
50384,Women,Bottomwear,Black,Summer,Ethnic
8257,Women,Bags,Red,Winter,Casual
30957,Women,Topwear,Pink,Summer,Ethnic
10494,Women,Topwear,Blue,Fall,Casual
39236,Women,Topwear,Pink,Summer,Casual
52441,Women,Loungewear and Nightwear,Pink,Winter,Casual
25618,Women,Watches,White,Winter,Casual
42049,Women,Bags,Purple,Summer,Casual
56211,Women,Jewellery,Gold,Winter,Casual
38625,Women,Topwear,Green,Summer,Casual
23289,Women,Watches,Black,Winter,Casual
47543,Women,Shoes,Beige,Winter,Casual
47052,Women,Bottomwear,Multi,Summer,Ethnic
51019,Women,Innerwear,Beige,Summer,Casual
17689,Women,Shoes,White,Winter,Casual
20615,Women,Bags,Red,Winter,Casual
34509,Women,Sandal,Black,Summer,Casual
25980,Women,Fragrance,Pink,Spring,Casual
11547,Women,Topwear,Green,Summer,Ethnic
18547,Women,Shoes,Blue,Winter,Casual
33504,Women,Dress,Pink,Summer,Casual
22314,Women,Topwear,Black,Fall,Casual
57909,Women,Socks,Black,Summer,Casual
43321,Women,Topwear,Pink,Summer,Casual
21964,Women,Bags,Brown,Winter,Casual
16862,Women,Eyewear,Grey,Winter,Casual
25855,Women,Topwear,Red,Summer,Ethnic
20091,Women,Topwear,Grey,Summer,Casual
26923,Women,Topwear,Magenta,Summer,Casual
32225,Women,Topwear,Red,Summer,Ethnic
25149,Women,Bags,Black,Winter,Casual
27287,Women,Topwear,Pink,Fall,Ethnic
44687,Women,Dress,Peach,Summer,Casual
6143,Women,Sandal,Grey,Summer,Casual
35034,Women,Bottomwear,Navy Blue,Summer,Ethnic
48343,Women,Jewellery,Gold,Fall,Casual
57458,Women,Bags,Pink,Summer,Casual
47474,Women,Flip Flops,Black,Summer,Casual
52333,Women,Bags,Black,Winter,Casual
21468,Women,Shoes,Black,Winter,Casual
7424,Women,Topwear,Green,Summer,Ethnic
25230,Women,Bags,Blue,Winter,Casual
54129,Women,Shoes,Beige,Winter,Casual
56989,Women,Shoes,Brown,Winter,Casual
42667,Women,Topwear,Blue,Summer,Ethnic
19333,Women,Topwear,Navy Blue,Fall,Casual
50854,Women,Saree,White,Summer,Ethnic
32637,Women,Bottomwear,Blue,Summer,Sports
58545,Women,Eyewear,Grey,Winter,Casual
21732,Women,Shoes,Brown,Winter,Casual
40617,Women,Topwear,Green,Summer,Ethnic
49822,Women,Flip Flops,Purple,Winter,Casual
48771,Women,Jewellery,White,Summer,Casual
28883,Women,Innerwear,Black,Summer,Casual
19300,Women,Watches,Steel,Winter,Casual
50027,Women,Bottomwear,Brown,Winter,Casual
55100,Women,Skin Care,Silver,Spring,Casual
51367,Women,Bottomwear,Navy Blue,Summer,Casual
14802,Women,Bags,Maroon,Summer,Casual
41703,Women,Shoes,Teal,Winter,Casual
34762,Women,Bags,Orange,Summer,Casual
49836,Women,Flip Flops,Gold,Winter,Casual
18021,Women,Belts,Pink,Winter,Casual
11804,Women,Topwear,Red,Fall,Ethnic
46967,Women,Bags,Black,Summer,Casual
21699,Women,Watches,White,Winter,Casual
52968,Women,Saree,Coffee Brown,Fall,Ethnic
38488,Women,Belts,Bronze,Summer,Casual
48622,Women,Jewellery,Silver,Summer,Casual
7418,Women,Topwear,Green,Summer,Ethnic
35029,Women,Stoles,Green,Summer,Casual
53706,Women,Bags,Grey,Summer,Casual
36233,Women,Shoes,Grey,Summer,Sports
54115,Women,Shoes,Brown,Winter,Casual
45240,Women,Watches,Blue,Winter,Smart Casual
10773,Women,Bags,Red,Winter,Casual
20210,Women,Topwear,Black,Fall,Casual
48342,Women,Jewellery,Silver,Fall,Casual
22549,Women,Fragrance,Silver,Spring,Casual
57958,Women,Saree,Green,Summer,Ethnic
25305,Women,Wallets,Brown,Winter,Casual
53702,Women,Bags,Brown,Summer,Casual
39601,Women,Shoes,Black,Winter,Casual
56944,Women,Shoes,Green,Winter,Casual
25920,Women,Topwear,Green,Summer,Casual
55530,Women,Makeup,Skin,Spring,Casual
17088,Women,Wallets,Brown,Winter,Casual
23222,Women,Topwear,Red,Fall,Ethnic
25892,Women,Topwear,Black,Summer,Casual
20450,Women,Bags,Black,Winter,Casual
57005,Women,Shoes,Black,Winter,Ethnic
41386,Women,Topwear,Pink,Summer,Casual
50875,Women,Saree,Green,Fall,Ethnic
48495,Women,Bottomwear,Olive,Winter,Casual
56994,Women,Shoes,Orange,Winter,Casual
14902,Women,Wallets,Black,Summer,Casual
42675,Women,Topwear,Black,Summer,Ethnic
23313,Women,Topwear,Red,Fall,Ethnic
11932,Women,Shoes,Black,Winter,Casual
49647,Women,Dress,Blue,Summer,Casual
19637,Women,Topwear,Grey,Summer,Casual
2688,Women,Topwear,Green,Summer,Casual
32351,Women,Watches,Steel,Winter,Casual
25638,Women,Watches,Silver,Winter,Casual
56189,Women,Makeup,Skin,Spring,Casual
17019,Women,Shoes,Brown,Fall,Casual
2305,Women,Topwear,Blue,Fall,Sports
48331,Women,Free Gifts,Bronze,Summer,Casual
59458,Women,Jewellery,Silver,Summer,Casual
2486,Women,Topwear,Green,Fall,Casual
38592,Women,Topwear,Green,Summer,Casual
30824,Women,Bottomwear,Grey,Summer,Ethnic
14448,Women,Shoes,Brown,Summer,Casual
26349,Women,Watches,White,Winter,Casual
51462,Women,Topwear,Brown,Summer,Casual
53914,Women,Bags,White,Summer,Casual
17742,Women,Shoes,White,Fall,Sports
37923,Women,Topwear,Orange,Summer,Casual
44184,Women,Fragrance,White,Spring,Casual
57971,Women,Saree,Rust,Fall,Ethnic
59069,Women,Innerwear,White,Summer,Casual
43842,Women,Jewellery,Black,Fall,Casual
51586,Women,Bottomwear,Blue,Summer,Casual
22001,Women,Bags,Green,Winter,Casual
37324,Women,Watches,White,Winter,Casual
27737,Women,Bags,Red,Winter,Casual
45422,Women,Shoes,Brown,Winter,Casual
34885,Women,Bags,Multi,Summer,Casual
54545,Women,Bags,Orange,Summer,Casual
18454,Women,Fragrance,White,Spring,Casual
52570,Women,Bags,Grey,Summer,Casual
9147,Women,Bottomwear,Blue,Fall,Casual
37195,Women,Bottomwear,Beige,Summer,Casual
57712,Women,Lips,Maroon,Spring,Casual
50842,Women,Topwear,Lavender,Summer,Ethnic
59381,Women,Topwear,Brown,Summer,Ethnic
31323,Women,Topwear,White,Summer,Ethnic
38165,Women,Eyewear,Black,Winter,Casual
42430,Women,Topwear,Blue,Summer,Ethnic
14441,Women,Shoes,White,Summer,Casual
33025,Women,Topwear,Green,Summer,Ethnic
45331,Women,Shoes,Blue,Summer,Casual
56924,Women,Shoes,Yellow,Winter,Casual
55575,Women,Makeup,Skin,Spring,Casual
58492,Women,Dress,Olive,Fall,Casual
17122,Women,Bags,Blue,Winter,Casual
57185,Women,Topwear,Green,Summer,Casual
58668,Women,Topwear,Multi,Summer,Ethnic
11630,Women,Topwear,Purple,Summer,Ethnic
43083,Women,Bottomwear,Black,Summer,Casual
57042,Women,Dress,Black,Summer,Casual
39141,Women,Apparel Set,Magenta,Summer,Ethnic
48166,Women,Wallets,Yellow,Winter,Casual
12150,Women,Topwear,Red,Fall,Ethnic
12165,Women,Topwear,Navy Blue,Fall,Ethnic
33984,Women,Bottomwear,Black,Summer,Casual
57261,Women,Bags,Brown,Summer,Casual
26338,Women,Watches,Silver,Winter,Formal
20552,Women,Belts,Black,Winter,Casual
56385,Women,Fragrance,Green,Spring,Casual
42428,Women,Topwear,Brown,Summer,Ethnic
55150,Women,Nails,Brown,Spring,Casual
59460,Women,Jewellery,Silver,Summer,Casual
27288,Women,Topwear,Maroon,Fall,Ethnic
33172,Women,Topwear,Purple,Summer,Casual
28747,Women,Topwear,Black,Summer,Ethnic
24601,Women,Topwear,Cream,Fall,Ethnic
43160,Women,Watches,Black,Winter,Casual
49133,Women,Lips,Pink,Spring,Casual
29068,Women,Bags,Black,Winter,Casual
29274,Women,Topwear,Yellow,Summer,Casual
23145,Women,Topwear,Off White,Fall,Casual
22015,Women,Bags,Maroon,Winter,Casual
54578,Women,Topwear,Black,Summer,Ethnic
33566,Women,Topwear,White,Summer,Casual
22267,Women,Shoes,Beige,Winter,Casual
14117,Women,Bottomwear,Blue,Fall,Casual
6861,Women,Topwear,Cream,Summer,Casual
22540,Women,Shoes,Black,Winter,Casual
53676,Women,Bags,Black,Summer,Casual
28284,Women,Eyewear,Black,Winter,Casual
21133,Women,Topwear,Purple,Fall,Casual
23610,Women,Fragrance,White,Spring,Casual
49033,Women,Jewellery,Silver,Summer,Casual
19646,Women,Topwear,Black,Fall,Casual
42678,Women,Topwear,Navy Blue,Summer,Ethnic
56317,Women,Watches,Black,Winter,Casual
33513,Women,Shoes,Black,Summer,Casual
58686,Women,Topwear,Blue,Fall,Ethnic
46618,Women,Shoes,Black,Winter,Casual
42326,Women,Saree,Red,Summer,Ethnic
10497,Women,Topwear,White,Fall,Casual
28760,Women,Topwear,Peach,Summer,Ethnic
10089,Women,Shoes,Silver,Fall,Sports
6471,Women,Topwear,Grey,Summer,Casual
51366,Women,Bottomwear,Blue,Summer,Casual
5004,Women,Bottomwear,Blue,Summer,Casual
11535,Women,Topwear,White,Summer,Ethnic
10386,Women,Watches,White,Winter,Casual
54135,Women,Shoes,Gold,Winter,Casual
9115,Women,Shoes,Silver,Fall,Sports
4916,Women,Topwear,White,Summer,Casual
9577,Women,Bags,Charcoal,Fall,Casual
41313,Women,Bottomwear,White,Summer,Ethnic
40750,Women,Flip Flops,Red,Winter,Casual
49528,Women,Bags,Bronze,Summer,Casual
51021,Women,Innerwear,Maroon,Summer,Casual
2591,Women,Topwear,Black,Summer,Casual
14804,Women,Bags,Black,Summer,Casual
15567,Women,Shoes,Tan,Winter,Casual
57820,Women,Topwear,Blue,Summer,Casual
15451,Women,Bags,Brown,Fall,Casual
58683,Women,Topwear,Green,Summer,Ethnic
48651,Women,Jewellery,Silver,Summer,Casual
40120,Women,Topwear,Green,Summer,Casual
34998,Women,Saree,Black,Summer,Ethnic
1609,Women,Topwear,Pink,Fall,Sports
46821,Women,Shoes,Brown,Winter,Casual
53122,Women,Topwear,Grey,Summer,Casual
20267,Women,Shoes,Black,Winter,Casual
25254,Women,Bags,Orange,Summer,Casual
53840,Women,Topwear,Purple,Summer,Ethnic
22740,Women,Topwear,Blue,Fall,Ethnic
19269,Women,Watches,Steel,Winter,Casual
43920,Women,Dress,Cream,Summer,Casual
41784,Women,Dress,Purple,Summer,Casual
47030,Women,Topwear,Blue,Fall,Ethnic
43806,Women,Jewellery,White,Summer,Casual
52599,Women,Bags,Blue,Summer,Casual
49920,Women,Saree,Green,Fall,Ethnic
51895,Women,Wallets,Brown,Summer,Casual
57053,Women,Dress,Pink,Summer,Casual
45829,Women,Shoes,Brown,Summer,Casual
47072,Women,Bottomwear,Navy Blue,Fall,Ethnic
23050,Women,Dress,Multi,Fall,Casual
51888,Women,Wallets,Mustard,Summer,Casual
7487,Women,Bottomwear,Black,Summer,Sports
43372,Women,Shoes,White,Summer,Sports
39562,Women,Shoes,Beige,Winter,Casual
49923,Women,Saree,Red,Fall,Ethnic
6827,Women,Sandal,Blue,Summer,Casual
11572,Women,Topwear,White,Summer,Ethnic
31702,Women,Jewellery,Silver,Winter,Ethnic
59766,Women,Jewellery,Gold,Winter,Casual
45799,Women,Shoes,Copper,Fall,Casual
25208,Women,Bags,Grey,Winter,Casual
13491,Women,Topwear,Purple,Fall,Casual
57171,Women,Topwear,Grey,Summer,Casual
27716,Women,Bags,Black,Winter,Casual
40639,Women,Topwear,Rust,Summer,Ethnic
30468,Women,Innerwear,Black,Summer,Casual
27221,Women,Topwear,Pink,Summer,Casual
55859,Women,Nails,Pink,Spring,Casual
18764,Women,Topwear,Purple,Fall,Casual
42645,Women,Topwear,Olive,Summer,Ethnic
44688,Women,Dress,Off White,Summer,Casual
23604,Women,Fragrance,Blue,Spring,Casual
18276,Women,Topwear,White,Fall,Ethnic
43323,Women,Topwear,Navy Blue,Summer,Casual
46691,Women,Fragrance,White,Spring,Casual
57440,Women,Topwear,Blue,Summer,Casual
19042,Women,Shoes,Blue,Winter,Casual
7694,Women,Topwear,Yellow,Fall,Casual
42201,Women,Topwear,Orange,Summer,Casual
58261,Women,Bags,Brown,Summer,Casual
36285,Women,Loungewear and Nightwear,Pink,Summer,Casual
43645,Women,Dress,Grey,Summer,Casual
54157,Women,Jewellery,Grey,Fall,Casual
52943,Women,Saree,Yellow,Summer,Ethnic
38836,Women,Dress,Blue,Summer,Casual
33475,Women,Belts,Brown,Summer,Casual
25129,Women,Bags,Gold,Winter,Casual
53131,Women,Shoes,Gold,Winter,Casual
10204,Women,Bags,Purple,Winter,Casual
52894,Women,Saree,Red,Fall,Ethnic
30922,Women,Bottomwear,Rust,Summer,Ethnic
21437,Women,Bags,Blue,Winter,Casual
51809,Women,Loungewear and Nightwear,Lavender,Summer,Casual
21628,Women,Innerwear,Pink,Fall,Casual
23552,Women,Fragrance,Purple,Spring,Casual
54338,Women,Topwear,Blue,Summer,Casual
55512,Women,Lips,Purple,Spring,Casual
14122,Women,Bottomwear,Blue,Fall,Casual
43619,Women,Topwear,Yellow,Summer,Casual
13023,Women,Shoes,Red,Winter,Casual
57085,Women,Bottomwear,Off White,Summer,Casual
40577,Women,Topwear,Blue,Summer,Ethnic
3928,Women,Topwear,Yellow,Summer,Casual
37894,Women,Bottomwear,Black,Summer,Casual
37506,Women,Watches,White,Winter,Casual
28603,Women,Shoes,Black,Summer,Sports
37335,Women,Watches,White,Winter,Casual
47368,Women,Bags,Brown,Summer,Casual
30892,Women,Bottomwear,White,Summer,Ethnic
54587,Women,Topwear,White,Summer,Ethnic
30815,Women,Bottomwear,Mustard,Summer,Ethnic
58072,Women,Jewellery,Silver,Fall,Casual
57170,Women,Topwear,Black,Summer,Casual
4983,Women,Dress,White,Summer,Casual
59096,Women,Innerwear,White,Summer,Casual
14134,Women,Bottomwear,Grey,Fall,Sports
19281,Women,Watches,Gold,Winter,Casual
22068,Women,Topwear,Grey,Fall,Ethnic
52964,Women,Saree,Red,Summer,Ethnic
35136,Women,Jewellery,Green,Fall,Casual
46530,Women,Watches,White,Winter,Casual
55508,Women,Lips,Brown,Spring,Casual
38487,Women,Belts,Black,Summer,Casual
43524,Women,Bottomwear,Black,Summer,Casual
9143,Women,Bottomwear,Blue,Summer,Casual
40430,Women,Dress,Grey,Summer,Casual
50191,Women,Innerwear,Black,Winter,Casual
26705,Women,Shoes,Black,Fall,Casual
58210,Women,Bottomwear,Black,Fall,Ethnic
15096,Women,Topwear,Orange,Fall,Ethnic
52519,Women,Loungewear and Nightwear,White,Winter,Casual
33973,Women,Topwear,Blue,Summer,Casual
52966,Women,Saree,Blue,Fall,Ethnic
47145,Women,Bags,Blue,Summer,Casual
31918,Women,Bags,Blue,Summer,Casual
23327,Women,Topwear,Brown,Fall,Ethnic
55366,Women,Nails,Brown,Spring,Casual
20278,Women,Shoes,Black,Winter,Casual
8771,Women,Sandal,Black,Fall,Casual
30840,Women,Topwear,Black,Summer,Ethnic
25595,Women,Apparel Set,Cream,Fall,Ethnic
5381,Women,Shoes,Purple,Fall,Sports
49821,Women,Flip Flops,Orange,Winter,Casual
38691,Women,Bags,Purple,Summer,Casual
29519,Women,Watches,Black,Winter,Casual
14073,Women,Topwear,Blue,Fall,Casual
36503,Women,Topwear,White,Summer,Ethnic
19297,Women,Watches,White,Summer,Casual
54964,Women,Topwear,Cream,Summer,Casual
15106,Women,Topwear,Green,Fall,Ethnic
25700,Women,Topwear,Purple,Summer,Casual
52618,Women,Bags,Black,Summer,Casual
47613,Women,Shoes,Brown,Winter,Casual
39764,Women,Bottomwear,Navy Blue,Summer,Casual
28453,Women,Bottomwear,Maroon,Summer,Casual
6093,Women,Topwear,Grey,Summer,Casual
13561,Women,Shoes,Black,Winter,Casual
14438,Women,Shoes,Yellow,Summer,Casual
22010,Women,Bags,Black,Winter,Casual
56650,Women,Topwear,Purple,Fall,Ethnic
55657,Women,Shoes,Gold,Winter,Casual
59639,Women,Saree,Green,Fall,Ethnic
24593,Women,Topwear,White,Fall,Casual
7316,Women,Topwear,Blue,Summer,Casual
26360,Women,Topwear,Grey,Summer,Casual
58326,Women,Flip Flops,White,Summer,Casual
42916,Women,Belts,Gold,Summer,Casual
25404,Women,Shoes,Red,Fall,Casual
52915,Women,Saree,White,Summer,Ethnic
45193,Women,Watches,Black,Winter,Casual
41821,Women,Shoes,Silver,Summer,Sports
11626,Women,Topwear,Purple,Summer,Ethnic
55259,Women,Makeup,Brown,Spring,Casual
10247,Women,Bags,Brown,Winter,Casual
56322,Women,Watches,Black,Winter,Casual
28953,Women,Topwear,Yellow,Summer,Ethnic
3311,Women,Shoes,Silver,Spring,Sports
13483,Women,Shoes,White,Winter,Casual
56869,Women,Shoes,Black,Winter,Casual
46267,Women,Topwear,Grey,Summer,Casual
22257,Women,Shoes,Black,Winter,Casual
29726,Women,Bags,Teal,Summer,Casual
34279,Women,Topwear,Orange,Summer,Ethnic
17635,Women,Scarves,Purple,Fall,Casual
20070,Women,Belts,Grey,Fall,Casual
49636,Women,Bottomwear,Blue,Summer,Casual
35941,Women,Bottomwear,Charcoal,Summer,Casual
3167,Women,Shoes,White,Summer,Sports
4930,Women,Bottomwear,Blue,Summer,Casual
48172,Women,Wallets,Cream,Winter,Casual
39222,Women,Topwear,Black,Summer,Casual
24074,Women,Shoes,Beige,Winter,Casual
18284,Women,Topwear,Pink,Fall,Ethnic
58042,Women,Jewellery,Silver,Fall,Casual
39869,Women,Shoes,Grey,Spring,Casual
33987,Women,Scarves,Purple,Summer,Casual
6237,Women,Topwear,White,Summer,Casual
12063,Women,Topwear,Purple,Fall,Ethnic
27108,Women,Topwear,Blue,Summer,Ethnic
42897,Women,Belts,Red,Summer,Casual
41709,Women,Shoes,Black,Winter,Casual
20311,Women,Topwear,White,Fall,Casual
49816,Women,Flip Flops,Pink,Winter,Casual
48683,Women,Jewellery,Silver,Summer,Casual
42875,Women,Bags,Black,Summer,Casual
53963,Women,Bags,Brown,Summer,Casual
48721,Women,Jewellery,Silver,Summer,Casual
14357,Women,Shoes,Brown,Winter,Casual
38207,Women,Eyewear,Silver,Winter,Casual
49832,Women,Flip Flops,Pink,Winter,Casual
25226,Women,Bags,Blue,Winter,Casual
50985,Women,Innerwear,White,Summer,Casual
27223,Women,Dress,Blue,Summer,Casual
28475,Women,Topwear,Blue,Summer,Ethnic
25820,Women,Topwear,Cream,Summer,Ethnic
49054,Women,Jewellery,Silver,Fall,Casual
35268,Women,Topwear,Black,Summer,Casual
26350,Women,Watches,White,Winter,Casual
24700,Women,Shoes,Black,Summer,Casual
8452,Women,Topwear,Blue,Fall,Casual
55172,Women,Nails,Magenta,Spring,Casual
33035,Women,Topwear,Black,Summer,Ethnic
26330,Women,Watches,Black,Winter,Casual
32172,Women,Socks,Lavender,Summer,Casual
56927,Women,Shoes,Black,Winter,Casual
52165,Women,Jewellery,White,Fall,Casual
25691,Women,Topwear,Navy Blue,Summer,Casual
20111,Women,Topwear,White,Fall,Ethnic
27495,Women,Innerwear,White,Winter,Casual
34887,Women,Bags,Multi,Summer,Casual
38475,Women,Wallets,Red,Summer,Casual
56298,Women,Innerwear,Red,Summer,Casual
45981,Women,Topwear,Grey Melange,Summer,Casual
13377,Women,Shoes,Grey,Fall,Casual
35468,Women,Shoes,Gold,Winter,Casual
3974,Women,Topwear,Blue,Summer,Casual
44187,Women,Fragrance,White,Spring,Casual
4605,Women,Bags,Green,Winter,Casual
32568,Women,Topwear,Black,Summer,Casual
46600,Women,Shoes,Silver,Winter,Casual
3396,Women,Bags,Blue,Winter,Casual
38696,Women,Bags,Mustard,Summer,Casual
19884,Women,Headwear,White,Fall,Casual
49657,Women,Topwear,Brown,Summer,Casual
34587,Women,Topwear,Pink,Summer,Casual
53388,Women,Topwear,Green,Summer,Ethnic
34073,Women,Shoes,Black,Summer,Casual
27457,Women,Innerwear,Black,Fall,Casual
10424,Women,Topwear,Red,Fall,Casual
46459,Women,Watches,White,Winter,Casual
15107,Women,Topwear,Beige,Fall,Ethnic
27199,Women,Bottomwear,Grey,Summer,Casual
26459,Women,Shoes,White,Summer,Casual
51938,Women,Bags,Brown,Summer,Casual
49524,Women,Bags,Purple,Summer,Casual
34297,Women,Topwear,Gold,Summer,Ethnic
57124,Women,Topwear,Black,Summer,Casual
8316,Women,Topwear,Yellow,Spring,Casual
5939,Women,Shoes,White,Summer,Casual
56528,Women,Lips,Pink,Spring,Casual
10418,Women,Topwear,Black,Fall,Casual
49099,Women,Makeup,Skin,Spring,Casual
11603,Women,Topwear,Grey,Summer,Ethnic
16750,Women,Bags,Beige,Winter,Casual
52185,Women,Jewellery,Silver,Fall,Casual
27482,Women,Innerwear,Pink,Winter,Casual
33219,Women,Topwear,Grey,Summer,Casual
11622,Women,Topwear,Blue,Summer,Ethnic
56050,Women,Lips,Brown,Spring,Casual
59756,Women,Innerwear,White,Summer,Casual
27335,Women,Fragrance,Green,Spring,Casual
33928,Women,Watches,Brown,Winter,Casual
40396,Women,Topwear,Multi,Summer,Casual
15099,Women,Topwear,Green,Fall,Ethnic
33441,Women,Bags,Purple,Summer,Casual
21433,Women,Bottomwear,Blue,Winter,Casual
39218,Women,Topwear,Beige,Summer,Casual
3445,Women,Topwear,Black,Summer,Sports
53896,Women,Bags,Orange,Summer,Casual
54686,Women,Apparel Set,Yellow,Fall,Ethnic
58662,Women,Topwear,Pink,Summer,Ethnic
46011,Women,Saree,Maroon,Summer,Ethnic
43630,Women,Topwear,Red,Summer,Casual
48886,Women,Jewellery,Silver,Summer,Casual
5152,Women,Topwear,Pink,Summer,Casual
58702,Women,Topwear,Multi,Summer,Ethnic
39199,Women,Shoes,White,Winter,Casual
27059,Women,Bags,Grey,Summer,Casual
16135,Women,Topwear,White,Fall,Casual
59626,Women,Saree,Green,Fall,Ethnic
47388,Women,Bags,Silver,Fall,Casual
55235,Women,Makeup,Peach,Summer,Casual
25828,Women,Topwear,Pink,Summer,Ethnic
42621,Women,Jewellery,Gold,Winter,Casual
59882,Women,Topwear,Black,Fall,Casual
27092,Women,Topwear,Brown,Summer,Ethnic
9911,Women,Bags,Black,Fall,Casual
57081,Women,Topwear,Blue,Summer,Casual
56951,Women,Shoes,Black,Winter,Casual
48113,Women,Belts,Brown,Summer,Casual
41824,Women,Shoes,Silver,Summer,Sports
10336,Women,Topwear,Black,Fall,Casual
40619,Women,Topwear,Red,Summer,Ethnic
28435,Women,Watches,White,Winter,Casual
39169,Women,Topwear,Red,Summer,Ethnic
53683,Women,Bags,Orange,Summer,Casual
57071,Women,Bottomwear,Black,Summer,Casual
47579,Women,Shoes,Black,Winter,Casual
42242,Women,Topwear,Grey,Summer,Casual
55833,Women,Makeup,Skin,Spring,Casual
41687,Women,Shoes,Beige,Winter,Casual
31721,Women,Jewellery,Silver,Winter,Ethnic
24556,Women,Topwear,Orange,Fall,Casual
58327,Women,Flip Flops,Lavender,Summer,Casual
51798,Women,Loungewear and Nightwear,Gold,Summer,Casual
27886,Women,Topwear,Pink,Summer,Formal
6918,Women,Topwear,Black,Summer,Sports
28720,Women,Topwear,White,Summer,Ethnic
53857,Women,Topwear,White,Summer,Ethnic
6869,Women,Topwear,Blue,Summer,Casual
